ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
8839,D,Ship,5,1,232,5,low,M,6,1427,0
6837,A,Road,4,3,247,3,high,F,1,5214,0
2968,B,Ship,6,2,236,4,low,F,61,3140,1
10997,C,Ship,5,4,242,5,low,F,4,1155,0
2886,F,Flight,4,1,253,3,low,M,36,2591,1
4952,F,Ship,5,4,250,2,low,F,10,4277,0
3921,A,Ship,2,1,168,3,low,F,7,4008,0
2941,D,Ship,3,1,263,3,medium,M,6,2715,1
6605,C,Ship,6,3,295,4,low,F,10,1495,0
2555,C,Ship,5,5,264,3,medium,F,23,2837,1
266,F,Road,7,2,203,5,medium,F,61,1856,1
786,F,Ship,2,3,144,3,high,M,40,1500,1
31,D,Ship,3,4,266,2,medium,F,38,2741,1
1556,F,Ship,5,4,199,2,high,F,20,2553,1
5839,D,Ship,3,2,133,2,low,F,3,4677,1
10358,F,Ship,2,4,226,3,low,M,9,4098,1
10607,C,Ship,4,4,209,3,high,F,5,5979,0
2565,A,Ship,4,2,252,3,medium,F,43,3273,1
7354,B,Ship,4,1,257,2,low,M,7,4869,0
4295,C,Ship,3,4,253,3,high,F,8,5857,0
4595,C,Ship,4,5,245,3,medium,F,2,5439,1
8322,F,Ship,6,4,253,4,medium,M,10,1248,0
496,B,Ship,3,1,197,5,low,M,45,2224,1
3295,D,Flight,4,1,155,3,low,F,5,4283,1
9797,C,Ship,4,1,177,2,low,M,2,5911,0
2344,B,Flight,4,2,167,2,low,F,5,1169,1
7543,D,Flight,6,3,226,3,high,F,4,4604,1
3828,F,Road,3,3,182,4,low,M,10,1690,1
10469,C,Ship,5,1,241,5,low,M,4,1348,1
6587,C,Flight,6,4,299,4,medium,M,9,1036,1
10448,F,Ship,6,5,268,4,low,M,7,1600,1
627,A,Ship,5,2,236,3,low,F,51,3402,1
7772,F,Ship,3,3,167,4,medium,M,1,5301,0
521,C,Ship,3,1,145,2,low,F,34,1773,1
10570,B,Ship,4,4,156,2,low,F,5,5216,0
5194,B,Road,4,4,268,6,medium,F,3,4834,0
733,D,Ship,6,3,281,3,medium,M,11,2135,1
4207,D,Ship,3,3,181,3,low,F,1,5094,1
2607,A,Flight,3,5,151,3,low,M,3,1273,1
6076,B,Ship,3,1,230,3,medium,M,3,4957,0
6694,B,Road,3,5,213,4,medium,M,9,5550,1
9150,F,Ship,6,5,255,4,low,F,2,1218,1
9361,D,Ship,7,2,244,4,medium,F,8,1477,1
5903,C,Flight,3,5,162,2,high,M,1,4573,1
6037,D,Flight,6,3,262,5,low,M,9,1053,0
3818,F,Road,3,4,201,10,high,F,7,4699,0
9883,D,Ship,6,5,268,4,medium,F,1,1248,1
8697,A,Ship,5,4,255,3,low,F,1,5775,1
5671,D,Ship,5,5,200,3,low,M,6,4401,1
5485,D,Flight,4,5,236,3,low,M,8,4132,0
2525,C,Ship,4,2,191,3,high,M,3,2353,1
1472,F,Ship,5,2,243,2,medium,F,4,3681,1
6710,F,Flight,5,3,171,2,medium,F,1,5385,1
5133,A,Ship,4,4,208,5,medium,F,7,5401,0
8512,B,Ship,5,3,185,2,low,M,2,5420,0
9445,D,Road,7,1,269,5,medium,F,5,1402,0
3736,B,Ship,6,1,170,3,low,F,10,4858,0
4186,B,Ship,5,5,228,4,low,M,6,4946,1
6571,D,Road,4,2,255,5,low,M,1,1353,1
1028,F,Ship,3,1,146,3,medium,M,16,1714,1
10934,F,Road,5,1,251,6,low,F,3,1562,0
4627,D,Ship,3,1,152,3,low,F,3,5839,1
4410,F,Ship,3,4,111,5,medium,F,1,4102,0
4636,B,Road,5,2,272,2,low,F,1,5412,0
2678,F,Ship,5,2,168,3,low,F,50,1486,1
4764,F,Ship,3,3,201,6,medium,M,2,4984,0
1488,F,Road,6,1,219,6,low,F,10,2385,1
8936,F,Ship,6,4,279,4,low,F,5,1241,0
10356,F,Ship,3,5,171,3,medium,F,7,5318,1
8680,B,Ship,4,5,196,2,medium,F,3,5505,0
1074,F,Road,3,1,148,2,medium,M,34,1053,1
1061,C,Ship,5,3,252,4,medium,M,63,3729,1
5312,F,Ship,3,1,182,2,low,F,3,5510,1
7315,D,Ship,3,1,183,4,low,M,5,5326,0
6852,F,Flight,4,1,173,3,high,M,1,5749,0
2153,C,Ship,4,2,191,2,low,M,11,3985,1
10322,F,Ship,4,2,137,2,medium,M,3,4622,1
700,B,Flight,6,5,113,3,high,M,31,1037,1
7530,F,Road,5,2,204,5,low,M,3,5723,1
5430,F,Ship,3,4,156,3,medium,M,6,5255,1
514,B,Ship,5,3,250,5,low,M,12,2722,1
6447,A,Flight,3,1,154,2,low,F,10,5594,1
10296,F,Ship,5,5,132,4,low,F,8,4339,1
4563,A,Ship,6,4,272,4,low,F,7,1706,1
3430,B,Flight,3,5,245,6,high,M,9,4793,0
5134,B,Ship,4,5,261,3,high,M,3,4885,1
3382,B,Ship,3,2,211,6,low,F,2,4417,0
5640,F,Ship,3,3,183,3,low,F,3,5538,0
4708,B,Ship,3,1,146,4,low,F,10,4583,0
4913,C,Road,4,4,193,2,low,F,6,4855,1
8589,A,Ship,5,1,211,3,low,M,7,5594,1
7930,B,Road,4,4,97,6,low,M,4,5801,0
4888,B,Ship,5,2,225,4,low,M,1,4328,1
9425,C,Ship,7,5,256,4,medium,M,4,1139,1
5216,F,Flight,6,4,292,4,low,F,10,1321,1
6711,A,Flight,4,3,238,2,medium,F,2,5328,0
6342,F,Ship,5,4,138,2,medium,F,8,5885,1
4248,F,Flight,3,5,161,3,low,M,2,4475,0
9701,C,Road,5,3,256,6,medium,M,3,1441,0
1727,C,Ship,5,2,150,3,medium,M,63,1807,1
3035,C,Ship,5,4,151,4,medium,M,10,1441,1
4626,F,Ship,4,4,184,3,medium,F,2,5381,0
10370,F,Ship,3,4,189,6,low,F,9,4668,1
8704,B,Ship,4,4,149,2,medium,F,2,5881,0
5521,D,Ship,6,5,301,4,medium,F,2,1943,0
4969,D,Ship,3,3,269,3,high,M,8,5910,0
8081,C,Flight,3,2,262,2,low,M,5,5747,1
9956,F,Ship,4,3,264,5,low,F,2,1541,0
1966,B,Ship,3,4,226,3,medium,F,26,2299,1
6147,A,Road,4,5,234,4,medium,M,9,5769,0
6431,C,Road,3,3,150,4,medium,F,1,4662,0
2501,C,Ship,4,3,209,6,low,F,59,2622,1
133,D,Flight,5,2,247,3,low,M,17,3889,1
4128,F,Ship,5,2,176,4,low,M,2,4893,0
1198,B,Ship,6,2,294,4,low,M,35,1625,1
10685,C,Flight,3,5,169,3,low,F,4,5659,0
8802,F,Ship,5,2,164,3,medium,F,6,4302,0
3623,C,Ship,3,2,146,3,high,F,4,5846,1
1196,F,Ship,5,5,167,8,low,M,44,1547,1
1269,A,Ship,6,4,129,5,low,F,58,1463,1
9221,C,Ship,5,3,156,3,low,F,6,5231,1
4073,C,Ship,5,3,243,2,low,F,9,4828,1
7359,A,Ship,4,1,139,3,medium,M,7,4550,0
2023,D,Ship,4,4,264,2,medium,F,12,2203,1
6944,F,Ship,3,3,253,2,low,M,5,4112,1
7376,F,Road,3,1,194,2,medium,F,1,5931,0
10167,A,Ship,2,5,271,3,low,M,9,4185,0
3340,B,Ship,4,1,272,2,medium,F,5,5252,0
3859,D,Ship,3,3,159,4,medium,M,9,4214,0
10499,C,Ship,3,4,247,3,medium,M,8,5792,0
7201,D,Ship,5,5,240,6,low,F,10,1986,0
10742,F,Ship,5,3,218,5,medium,F,4,1433,0
6540,F,Ship,6,2,300,5,low,M,3,1696,0
9593,C,Flight,4,3,249,4,medium,M,10,5614,0
1470,F,Ship,3,3,167,3,medium,F,42,1363,1
949,D,Road,3,3,255,2,medium,M,3,2894,1
1400,F,Ship,5,2,165,2,medium,F,18,1918,1
10231,D,Ship,4,3,137,3,medium,M,5,4854,1
3311,C,Ship,4,5,250,3,low,F,2,5206,0
5164,B,Ship,4,5,154,3,medium,F,9,5489,1
2601,A,Flight,5,4,190,2,medium,F,23,3960,1
6998,F,Flight,3,2,215,4,low,F,3,4042,0
2417,C,Ship,3,1,153,2,low,F,6,1314,1
3129,A,Road,3,1,169,3,high,M,24,1740,1
857,C,Ship,3,4,265,2,high,F,64,2493,1
8249,C,Ship,3,4,209,2,high,M,10,4540,0
4900,B,Ship,5,5,166,2,high,F,2,4562,1
7180,B,Ship,5,5,263,4,low,F,9,1551,0
9300,F,Road,3,3,173,2,low,M,5,4703,0
4260,F,Flight,2,5,168,2,low,F,1,4831,0
2044,B,Road,4,2,260,2,low,F,31,2805,1
8488,B,Road,3,1,207,3,low,F,5,4643,1
3944,F,Ship,4,5,222,2,medium,M,2,4425,0
6633,A,Ship,5,4,242,3,high,F,4,4805,0
3877,D,Ship,4,4,266,2,low,F,2,4290,0
6855,A,Flight,3,5,192,3,low,F,7,4056,1
9365,C,Ship,5,1,217,2,medium,F,10,4264,0
7841,C,Ship,3,2,201,3,medium,M,7,4890,0
1207,D,Road,4,4,236,4,low,M,65,2280,1
495,A,Ship,5,1,160,5,medium,F,16,1526,1
977,C,Ship,3,2,165,2,low,F,24,1966,1
5248,B,Ship,3,1,160,3,medium,F,4,5132,0
7231,D,Ship,4,3,171,2,medium,M,10,5211,0
5571,A,Ship,5,4,215,2,low,F,1,5669,0
10714,B,Ship,5,5,221,5,low,F,8,1123,1
8742,F,Road,3,4,226,2,high,F,8,5793,0
2000,F,Ship,3,4,249,3,low,M,31,3489,1
2414,F,Ship,4,5,153,3,high,F,3,1347,1
1054,B,Ship,5,2,173,4,low,M,21,1674,1
3110,F,Ship,4,2,265,4,medium,F,40,2637,1
6357,A,Ship,3,5,238,6,medium,M,8,5620,0
2639,C,Ship,3,2,151,3,low,M,40,1173,1
9749,C,Ship,4,2,144,4,medium,F,2,4316,0
2099,C,Ship,3,5,175,2,low,F,40,1460,1
10142,F,Flight,5,5,263,5,medium,M,10,1789,1
3643,D,Ship,4,4,205,4,low,F,6,5064,0
2232,F,Ship,4,3,218,3,high,F,57,3311,1
6577,D,Flight,6,5,260,4,low,F,2,1221,0
5922,F,Ship,5,4,267,2,medium,M,4,4053,0
7036,B,Ship,2,1,219,4,low,M,6,5124,0
7437,A,Ship,6,1,232,5,high,M,10,4345,0
6210,F,Ship,4,3,273,10,medium,M,6,4251,1
9430,B,Road,4,2,274,5,low,F,8,1246,0
4085,C,Road,3,3,273,10,medium,F,10,5574,1
2988,F,Road,6,3,281,5,medium,F,8,1864,1
8492,F,Flight,3,1,244,3,medium,M,6,4062,1
3212,F,Ship,3,5,251,2,low,M,4,4015,0
5807,C,Ship,4,4,208,2,medium,F,6,4983,1
982,B,Ship,3,5,243,3,medium,M,4,3189,1
4818,F,Ship,7,1,290,4,low,F,9,1885,0
1915,D,Flight,5,2,223,3,low,F,51,3687,1
3018,F,Flight,4,1,235,2,high,M,64,2107,1
6949,D,Ship,3,4,205,5,low,F,4,4483,0
4417,D,Ship,3,5,159,3,medium,M,9,4555,0
3067,D,Ship,3,4,158,3,high,M,41,1137,1
7626,F,Ship,5,1,134,2,low,F,7,5610,0
8353,D,Flight,6,5,302,4,low,F,7,1592,0
7965,A,Ship,7,1,291,4,medium,F,1,1796,0
9771,A,Ship,3,2,196,5,medium,F,6,5692,0
6521,C,Ship,3,3,216,8,medium,M,4,5329,1
5198,F,Road,3,1,221,10,medium,M,10,5473,0
6957,A,Ship,3,1,186,3,high,F,1,5694,1
4267,D,Ship,3,2,169,3,low,F,3,5673,0
6737,C,Ship,5,2,214,2,low,F,10,5192,0
2460,F,Road,5,5,165,3,medium,F,32,1798,1
7780,B,Ship,3,1,253,3,high,M,8,5030,1
42,F,Ship,5,5,139,4,medium,M,61,1265,1
9711,A,Road,7,1,264,4,medium,F,2,1540,0
5710,B,Ship,4,5,242,2,low,F,1,5682,1
5321,C,Road,4,4,186,3,low,F,2,4430,0
3446,F,Ship,3,1,252,2,low,M,4,5559,0
9549,A,Ship,4,1,173,2,low,M,5,4688,0
8423,C,Ship,5,2,208,3,low,M,6,4744,1
9464,F,Flight,5,2,205,3,medium,F,1,4351,0
8238,F,Ship,6,1,217,4,medium,M,3,5571,0
3123,A,Ship,4,1,237,4,medium,F,22,2231,1
9062,F,Ship,2,2,160,6,medium,F,9,4972,1
3458,F,Ship,4,5,136,3,low,F,1,4585,1
8130,F,Ship,4,4,104,4,low,M,6,4323,1
9511,D,Ship,4,1,183,3,low,M,3,5178,1
10088,F,Ship,4,1,219,2,medium,M,6,5314,0
710,F,Ship,7,1,192,3,low,M,38,1372,1
9992,F,Road,3,1,256,3,low,F,5,5643,0
6056,F,Ship,2,3,185,3,medium,F,7,4246,0
3485,C,Ship,4,4,223,4,low,M,1,4219,0
2970,F,Ship,3,4,162,3,low,M,17,1700,1
7815,A,Flight,3,1,104,4,low,F,9,5211,1
8459,C,Ship,4,3,207,3,low,F,7,4220,1
10736,F,Ship,4,4,229,6,medium,F,8,1175,0
9390,F,Ship,4,2,210,3,low,F,9,4102,1
2138,F,Ship,5,3,239,4,low,M,3,3734,1
929,C,Ship,3,2,180,4,medium,M,55,1165,1
7344,F,Ship,3,2,151,2,medium,M,1,5179,0
7246,B,Road,3,5,205,4,low,M,2,5294,0
6553,D,Road,5,4,254,5,medium,M,7,1545,0
4338,F,Ship,3,2,160,3,low,F,4,4683,0
10778,F,Ship,5,5,263,5,medium,F,1,1114,1
3034,B,Ship,4,4,260,2,low,M,17,3068,1
10108,B,Ship,3,5,209,3,high,F,4,5413,0
8255,C,Ship,3,4,245,3,medium,F,7,5429,0
5439,A,Ship,4,4,263,4,medium,M,7,4041,1
161,C,Ship,2,2,112,4,medium,M,56,1138,1
8751,A,Road,3,1,139,3,low,F,4,4666,0
4719,A,Ship,3,4,225,4,low,F,8,5209,0
9544,B,Ship,3,5,247,3,medium,F,7,4966,0
5523,A,Ship,4,2,133,3,low,M,2,1212,1
7173,A,Ship,5,3,245,5,low,F,3,1409,0
8287,D,Ship,5,5,264,6,high,M,8,4644,1
9173,C,Road,6,1,308,4,low,F,7,1260,1
2827,D,Ship,2,3,172,3,medium,F,11,1522,1
6828,F,Road,7,3,279,4,medium,M,8,1060,0
3793,D,Ship,4,1,180,3,low,F,1,5677,0
2407,D,Ship,3,5,115,3,medium,M,60,1122,1
10438,B,Ship,4,4,146,10,low,M,1,4351,0
1863,A,Ship,2,1,104,7,low,M,30,1870,1
10039,D,Ship,2,2,221,2,medium,F,3,4500,1
9242,F,Ship,4,4,166,6,low,F,6,4100,1
9188,F,Flight,5,5,273,5,medium,M,4,1597,1
3557,C,Road,5,2,244,2,low,M,10,5696,0
10611,A,Ship,3,1,257,4,low,M,8,4692,1
6788,F,Ship,4,4,247,3,high,F,2,5324,1
7188,F,Ship,5,3,256,5,medium,M,5,1080,1
9880,B,Flight,6,3,245,4,low,F,3,1982,1
4885,D,Ship,3,4,206,3,high,M,5,4022,0
6324,F,Ship,3,1,233,3,low,F,7,4874,0
1443,A,Ship,3,4,155,4,low,M,54,1885,1
4379,C,Road,4,2,254,4,low,F,4,5137,1
6749,C,Ship,2,1,248,6,low,F,2,5182,0
348,F,Ship,5,3,186,2,medium,F,58,2259,1
9910,B,Ship,6,2,245,4,low,F,9,1594,0
8484,F,Road,3,2,160,2,high,M,4,4376,0
6685,D,Ship,4,3,150,2,high,F,8,4965,1
2213,C,Ship,6,1,105,5,low,F,57,1784,1
8326,B,Ship,6,4,278,4,low,M,3,1141,1
5370,F,Ship,4,2,197,3,low,F,6,5826,0
2110,B,Ship,4,3,149,2,low,F,58,1657,1
9571,D,Road,4,4,146,2,medium,F,5,4356,0
9683,C,Ship,6,5,254,4,medium,M,4,1887,1
10312,B,Ship,3,5,174,3,low,M,7,5672,1
557,C,Flight,3,3,255,2,high,M,7,3311,1
4500,F,Road,3,5,170,3,low,F,5,5064,0
330,F,Ship,4,5,243,4,medium,F,41,2782,1
6236,F,Ship,5,4,173,4,high,F,8,5284,1
2453,C,Road,4,3,135,2,high,M,24,1292,1
10881,A,Ship,3,4,148,3,low,M,1,4387,0
3099,A,Ship,5,4,157,4,low,M,58,1252,1
7370,F,Ship,5,4,211,2,medium,F,7,4734,0
8785,D,Flight,3,3,199,3,medium,F,1,4006,1
9254,F,Ship,4,4,265,3,low,M,10,4741,0
6968,F,Road,4,1,169,4,low,M,1,5323,0
4309,D,Ship,4,3,224,3,medium,F,9,5283,1
3728,F,Ship,3,4,148,4,high,F,1,4249,0
3672,F,Ship,4,4,245,4,medium,M,4,5203,1
8501,C,Flight,3,1,157,2,medium,M,7,5560,0
9662,F,Ship,7,2,300,4,medium,M,3,1070,1
3544,B,Road,5,5,265,3,high,F,3,5837,1
8025,A,Ship,7,3,296,4,medium,M,8,1826,1
4593,A,Ship,4,2,142,2,medium,F,5,4062,0
5247,A,Ship,5,2,121,5,high,F,4,5833,0
3276,F,Road,2,5,241,4,low,F,4,5693,1
9988,B,Road,3,5,244,5,medium,F,10,4163,0
5357,C,Flight,2,4,144,4,low,F,8,5760,1
3947,C,Road,5,3,256,6,medium,F,5,5614,1
10916,F,Ship,4,4,220,10,medium,F,7,4598,0
7578,F,Ship,5,3,236,4,medium,M,7,4308,0
7812,F,Flight,5,4,228,4,high,F,7,5913,0
3325,D,Ship,3,2,237,3,low,M,8,5287,1
5975,C,Ship,4,3,274,2,low,M,1,4762,0
8975,C,Ship,5,2,203,2,medium,F,2,4712,1
1394,F,Ship,5,2,239,2,medium,F,59,2897,1
268,B,Road,4,1,258,3,medium,M,36,2211,1
5143,D,Ship,4,1,152,3,low,M,10,5974,0
4437,A,Ship,3,4,212,3,medium,M,10,4663,0
3831,A,Road,6,2,290,5,medium,M,8,1512,1
8608,B,Road,6,5,275,4,low,F,6,1872,0
4374,F,Road,3,5,199,4,low,M,7,4520,0
8208,F,Road,3,4,175,3,low,F,2,5272,0
5235,A,Ship,5,5,271,4,high,M,10,4305,1
8759,C,Road,4,4,141,3,low,M,10,4289,0
340,B,Ship,4,4,191,6,low,F,60,3425,1
1520,F,Flight,3,3,172,4,low,F,33,1989,1
860,F,Ship,4,1,265,4,low,F,30,3896,1
8965,D,Ship,5,1,185,3,medium,F,7,4855,1
3383,C,Ship,3,4,205,8,medium,F,5,4869,1
908,F,Ship,5,1,165,2,high,M,54,1190,1
7122,F,Flight,4,5,98,4,low,M,5,5188,0
2904,F,Ship,6,4,192,3,high,F,19,2944,1
2945,C,Ship,5,4,273,3,low,F,60,3384,1
8142,F,Ship,3,5,243,3,medium,F,4,4130,1
8969,C,Ship,3,2,209,2,low,M,9,5203,0
3280,B,Road,3,2,243,2,low,F,5,4769,0
8049,A,Ship,7,3,245,4,medium,F,10,1610,1
4070,F,Ship,2,1,271,8,medium,F,5,4924,0
9287,C,Ship,3,4,180,3,low,M,2,5659,1
4253,C,Flight,4,3,249,4,medium,M,10,4933,0
3811,D,Road,4,3,257,10,medium,F,3,5881,1
6517,D,Ship,5,5,189,5,low,M,3,5254,1
8350,B,Road,5,3,265,5,low,F,3,1005,1
10832,F,Flight,5,4,145,2,low,M,2,4753,0
1454,F,Ship,6,3,223,6,medium,M,29,2980,1
1804,B,Ship,3,4,151,3,low,M,16,1020,1
91,D,Ship,5,3,174,6,high,F,41,1085,1
7222,B,Ship,3,1,268,4,medium,F,4,5006,0
993,A,Ship,4,3,136,3,medium,M,9,1548,1
8625,A,Road,5,3,245,5,low,M,8,1471,0
4836,F,Ship,4,4,176,2,medium,F,1,5793,0
4018,B,Ship,4,2,151,3,medium,M,8,4390,1
3207,A,Ship,2,4,176,2,medium,F,2,5138,0
9847,D,Road,5,5,246,3,medium,F,7,5167,0
2792,F,Ship,5,4,193,3,low,M,55,2758,1
7022,F,Ship,4,2,227,2,low,M,8,4878,1
7485,A,Ship,5,2,232,5,medium,F,10,1916,0
7379,C,Road,5,4,254,2,low,M,9,5658,1
10084,B,Ship,5,1,233,3,low,F,6,5560,0
2328,F,Flight,4,4,282,6,medium,F,52,3009,1
8217,A,Flight,6,5,143,5,high,M,9,4060,0
4576,B,Ship,4,1,166,5,low,F,1,5463,1
2766,F,Ship,5,5,226,3,low,M,50,2348,1
3713,C,Flight,5,5,105,5,low,F,10,5418,1
1270,B,Ship,3,4,154,2,medium,F,43,1542,1
8181,A,Ship,3,1,189,2,low,F,5,4738,0
2805,A,Ship,4,2,222,2,medium,F,16,2518,1
9583,D,Road,5,5,184,2,medium,M,9,4649,1
9056,F,Flight,3,3,168,2,high,M,10,5334,1
1947,A,Ship,5,1,182,3,low,M,8,3580,1
7576,B,Ship,4,4,259,3,low,F,8,4223,1
8093,C,Flight,5,1,231,2,low,M,10,4892,1
10429,D,Flight,4,5,185,2,low,F,4,5428,0
5165,C,Ship,4,2,166,3,medium,F,8,4758,0
3057,A,Ship,3,4,176,3,low,F,4,1095,1
1809,A,Ship,4,1,151,5,high,M,28,1148,1
9368,F,Ship,4,2,252,4,low,M,1,4705,1
88,B,Ship,6,2,278,3,medium,F,3,2974,1
3923,C,Ship,5,4,117,3,medium,F,4,5332,0
516,F,Ship,3,2,204,3,high,F,54,3608,1
2391,A,Ship,4,2,139,3,medium,M,5,1674,1
7644,F,Ship,3,2,189,2,medium,F,4,4160,0
346,B,Ship,5,1,264,3,low,M,6,2882,1
10845,A,Ship,5,2,150,3,medium,F,7,5980,0
2484,F,Ship,6,3,167,6,low,F,15,1278,1
6787,D,Ship,5,2,237,4,low,M,5,5623,1
5420,F,Ship,5,3,223,3,low,M,6,5977,0
4081,D,Ship,3,4,265,3,medium,F,7,5113,0
4130,F,Ship,4,4,192,2,low,M,7,4151,0
4441,D,Ship,3,2,153,3,medium,F,3,5251,0
5299,D,Ship,5,4,187,3,low,F,1,4181,0
10631,C,Ship,3,2,208,2,low,F,6,5344,0
4907,C,Road,3,1,223,3,low,M,8,5318,0
10954,B,Road,4,1,245,5,low,M,3,1496,1
10937,C,Road,5,3,257,5,medium,M,8,1981,1
8750,F,Road,4,2,133,3,medium,F,5,5950,0
8082,F,Flight,5,4,142,3,low,F,8,5468,1
6854,F,Flight,4,3,182,3,high,F,3,5624,0
2864,F,Road,5,4,239,2,low,M,35,2107,1
2769,A,Ship,4,2,171,3,low,M,34,1352,1
6970,B,Road,4,4,192,4,low,F,2,5856,1
4067,C,Ship,3,5,150,2,medium,M,10,5944,0
7121,C,Flight,4,4,260,3,low,M,9,4224,0
5908,B,Flight,4,3,96,4,medium,M,1,4984,1
9438,F,Road,5,5,275,3,low,F,9,1691,1
4384,B,Flight,3,3,150,2,medium,M,3,5836,0
4283,C,Ship,3,1,142,2,low,F,5,4728,0
603,A,Ship,4,3,206,3,medium,M,58,2135,1
1477,D,Ship,4,1,159,3,medium,M,13,1445,1
7058,F,Ship,4,5,246,2,medium,F,3,5705,0
1642,B,Flight,5,4,258,2,medium,F,24,2878,1
8375,C,Ship,4,1,145,3,medium,M,8,4915,0
8307,A,Ship,5,4,252,5,low,M,9,1133,1
3486,F,Ship,4,1,182,2,medium,F,10,5638,0
5452,B,Ship,4,4,259,7,medium,M,7,4408,0
10235,C,Ship,5,5,226,4,low,F,10,5676,1
10131,A,Road,5,1,151,3,medium,F,1,4981,0
7962,F,Flight,7,1,308,4,medium,M,5,1705,0
1390,B,Ship,5,3,167,3,low,F,51,1573,1
1902,F,Road,5,2,195,6,low,M,38,1338,1
8536,B,Ship,3,5,154,10,high,F,10,5282,1
7236,F,Road,3,4,191,3,medium,M,6,4586,1
1850,F,Ship,3,2,178,2,low,M,32,1329,1
6178,B,Flight,2,1,220,2,medium,F,6,4382,1
8241,A,Ship,4,4,221,10,high,M,6,5582,1
6733,D,Ship,4,5,162,3,medium,F,10,4850,1
5561,C,Ship,3,1,249,2,low,F,2,5572,1
9970,B,Ship,3,2,198,5,medium,F,6,5443,0
4329,A,Ship,3,4,213,2,medium,F,6,5374,1
10074,F,Ship,4,4,264,3,low,M,6,5959,1
848,F,Ship,3,4,267,3,medium,F,62,3589,1
1623,A,Road,3,1,180,3,high,F,21,1047,1
764,F,Ship,3,3,221,2,medium,F,26,3120,1
3302,F,Flight,4,5,205,3,medium,M,5,4949,1
3047,C,Ship,5,2,225,3,medium,M,1,2049,1
5184,F,Road,2,2,150,3,low,F,6,5854,1
4893,A,Ship,5,1,246,3,low,F,3,5013,0
7436,F,Ship,6,5,240,3,low,M,4,5219,1
1241,C,Flight,4,5,210,4,medium,F,28,3905,1
4153,D,Ship,5,4,160,3,high,M,10,5527,0
3038,F,Ship,5,4,135,2,medium,F,20,1908,1
10981,D,Ship,4,4,261,5,low,F,4,1649,1
6996,F,Flight,4,1,267,2,medium,M,9,5230,1
8864,F,Ship,6,2,305,4,low,M,2,1196,0
6535,D,Ship,4,5,242,2,low,M,4,5341,0
7865,C,Ship,5,3,143,3,low,M,6,4761,1
358,B,Ship,2,3,247,2,medium,F,62,3127,1
3441,A,Flight,4,5,178,2,high,M,5,5403,0
9631,D,Ship,7,1,300,4,medium,F,10,1148,1
1871,C,Ship,3,1,245,4,high,F,47,3111,1
6445,D,Flight,2,2,149,3,low,F,4,4819,1
1937,C,Ship,3,5,199,2,low,M,46,2728,1
7718,F,Ship,6,5,276,4,low,M,3,1136,0
3443,C,Ship,4,4,235,2,low,M,4,5671,0
9604,B,Flight,5,3,206,2,medium,M,7,4531,1
2810,F,Ship,3,2,207,2,low,M,20,3419,1
7190,F,Ship,4,1,236,5,medium,M,4,1953,0
4958,F,Ship,6,4,151,3,low,F,10,5414,1
8806,B,Ship,3,1,176,2,medium,F,4,5726,0
9793,D,Ship,4,2,245,3,medium,M,1,4731,1
10387,D,Road,3,2,180,6,medium,M,3,5780,1
10341,A,Ship,6,5,287,5,low,M,2,5611,1
10360,B,Ship,4,4,205,4,medium,F,2,4690,1
5115,A,Ship,5,3,197,3,medium,F,2,4678,1
10879,D,Ship,3,5,272,2,medium,M,6,4652,0
242,F,Ship,2,4,140,3,low,F,33,1278,1
6813,A,Ship,6,3,289,4,high,F,5,1708,0
301,D,Ship,5,3,127,3,low,F,43,1446,1
5082,F,Flight,5,4,240,4,medium,F,2,5215,0
9943,D,Ship,4,4,266,6,low,F,2,1776,1
6487,D,Ship,4,2,206,7,high,M,3,4991,0
4250,F,Flight,4,3,243,2,low,F,6,5892,0
10667,C,Road,4,5,262,6,medium,M,1,1249,0
8412,F,Ship,3,2,168,3,medium,M,10,4979,1
1439,C,Ship,3,4,160,4,low,F,56,1408,1
4262,F,Flight,5,1,171,4,medium,F,9,4418,1
7712,F,Ship,7,5,267,4,medium,F,10,1067,0
10538,F,Road,4,4,180,4,medium,F,7,5609,1
6190,B,Ship,4,4,274,2,low,F,3,4257,0
4680,F,Ship,4,5,205,3,medium,F,9,4411,0
7589,C,Ship,3,1,220,4,medium,M,7,5894,1
2725,D,Road,4,1,227,3,low,M,5,3100,1
1525,D,Ship,3,1,249,3,low,F,43,3277,1
9121,D,Ship,3,2,150,10,low,F,6,5580,0
10416,F,Flight,5,4,259,6,low,M,1,1206,1
7790,F,Road,3,3,153,3,low,F,3,4829,0
5373,A,Ship,3,1,183,2,medium,F,3,4042,0
8447,C,Ship,3,1,209,2,low,F,2,4855,0
4964,F,Ship,5,1,164,3,low,M,7,4540,1
7995,A,Ship,4,5,150,3,high,F,10,5767,1
5796,F,Ship,4,5,142,2,medium,F,9,5425,1
10836,F,Flight,5,4,143,2,low,F,8,5291,0
980,F,Ship,4,4,140,2,low,F,47,1831,1
370,B,Ship,3,5,257,3,medium,F,19,2173,1
4263,A,Flight,3,4,120,4,high,M,10,5537,0
8425,D,Ship,3,3,160,4,medium,F,7,5147,0
8675,C,Ship,4,5,148,3,medium,F,5,5216,0
6962,F,Road,5,2,274,2,low,F,5,4154,0
